"","DOB","gender","startClockTime","endClockTime","startTimeSecs","endTimeSecs","child_id","filename","corpus","startTimestamp","endTimeStamp","date","startClockHours","startClockMinutes","startClockSeconds","endClockHours","endClockMinutes","endClockSeconds","endTimeSecs_for_hours","total_hrs","startClockTotalSeconds","age_interval","age_mos"
"89","2011-03-26","M","2015-03-05T13:57:14Z","2015-03-05T23:40:10Z","0.00S","34976.24S","055LTP2","055LTP2.its","L","2015-03-05 07:57:14","2015-03-05 17:40:10","2015-03-05",7,57,14,17,40,10,"34976.24S",9.71562222222222,28634,"2011-03-26 UTC--2015-03-05 UTC",47
"90","2011-04-11","M","2013-08-24T10:55:25Z","2013-08-25T02:55:24Z","0.00S","57599.99S","056LTP1","056LTP1.its","L","2013-08-24 05:55:25","2013-08-24 21:55:24","2013-08-24",5,55,25,21,55,24,"57600.00S",16,21325,"2011-04-11 UTC--2013-08-24 UTC",28
"91","2011-04-11","M","2014-08-16T11:33:23Z","2014-08-17T03:33:22Z","0.00S","57599.99S","056LTP2","056LTP2.its","L","2014-08-16 06:33:23","2014-08-16 22:33:22","2014-08-16",6,33,23,22,33,22,"57600.00S",16,23603,"2011-04-11 UTC--2014-08-16 UTC",40
"92","2010-08-04","M","2013-07-14T14:06:02Z","2013-07-15T06:06:01Z","0.00S","57599.99S","057LTP1","057LTP1.its","L","2013-07-14 09:06:02","2013-07-15 01:06:01","2013-07-14",9,6,2,1,6,1,"57600.00S",16,32762,"2010-08-04 UTC--2013-07-14 UTC",35
"93","2010-08-04","M","2014-06-26T12:40:46Z","2014-06-27T04:40:45Z","0.00S","57599.99S","057LTP2","057LTP2.its","L","2014-06-26 07:40:46","2014-06-26 23:40:45","2014-06-26",7,40,46,23,40,45,"57600.00S",16,27646,"2010-08-04 UTC--2014-06-26 UTC",46
"94","2010-06-06","FALSE","2013-08-04T13:44:49Z","2013-08-05T05:44:48Z","0.00S","57599.99S","058LTP1","058LTP1.its","L","2013-08-04 08:44:49","2013-08-05 00:44:48","2013-08-04",8,44,49,0,44,48,"57600.00S",16,31489,"2010-06-06 UTC--2013-08-04 UTC",37
"95","2010-06-06","FALSE","2014-06-29T14:02:10Z","2014-06-30T06:02:09Z","0.00S","57599.99S","058LTP2","058LTP2.its","L","2014-06-29 09:02:10","2014-06-30 01:02:09","2014-06-29",9,2,10,1,2,9,"57600.00S",16,32530,"2010-06-06 UTC--2014-06-29 UTC",48
"96","2010-05-04","M","2013-09-16T13:04:45Z","2013-09-17T05:04:44Z","0.00S","57599.99S","059LTP1","059LTP1.its","L","2013-09-16 08:04:45","2013-09-17 00:04:44","2013-09-16",8,4,45,0,4,44,"57600.00S",16,29085,"2010-05-04 UTC--2013-09-16 UTC",40
"97","2011-05-04","FALSE","2013-09-16T13:03:43Z","2013-09-17T05:03:42Z","0.00S","57599.99S","060LTP1","060LTP1.its","L","2013-09-16 08:03:43","2013-09-17 00:03:42","2013-09-16",8,3,43,0,3,42,"57600.00S",16,29023,"2011-05-04 UTC--2013-09-16 UTC",28
"98","2010-09-07","FALSE","2013-08-23T11:20:57Z","2013-08-24T03:20:56Z","0.00S","57599.99S","061LTP1","061LTP1.its","L","2013-08-23 06:20:57","2013-08-23 22:20:56","2013-08-23",6,20,57,22,20,56,"57600.00S",16,22857,"2010-09-07 UTC--2013-08-23 UTC",35
"99","2010-09-07","FALSE","2014-07-11T12:12:47Z","2014-07-12T04:12:46Z","0.00S","57599.99S","061LTP2","061LTP2.its","L","2014-07-11 07:12:47","2014-07-11 23:12:46","2014-07-11",7,12,47,23,12,46,"57600.00S",16,25967,"2010-09-07 UTC--2014-07-11 UTC",46
"100","2010-10-01","M","2013-08-13T12:49:00Z","2013-08-14T04:48:59Z","0.00S","57599.99S","062LTP1","062LTP1.its","L","2013-08-13 07:49:00","2013-08-13 23:48:59","2013-08-13",7,49,0,23,48,59,"57600.00S",16,28140,"2010-10-01 UTC--2013-08-13 UTC",34
"101","2010-08-05","FALSE","2013-09-27T12:43:30Z","2013-09-28T04:43:29Z","0.00S","57599.99S","063LTP1","063LTP1.its","L","2013-09-27 07:43:30","2013-09-27 23:43:29","2013-09-27",7,43,30,23,43,29,"57600.00S",16,27810,"2010-08-05 UTC--2013-09-27 UTC",37
"102","2010-08-05","FALSE","2014-07-25T11:39:22Z","2014-07-26T03:39:21Z","0.00S","57599.99S","063LTP2","063LTP2.its","L","2014-07-25 06:39:22","2014-07-25 22:39:21","2014-07-25",6,39,22,22,39,21,"57600.00S",16,23962,"2010-08-05 UTC--2014-07-25 UTC",47
"103","2010-06-27","FALSE","2013-10-19T13:26:26Z","2013-10-20T05:26:25Z","0.00S","57599.99S","064LTP1","064LTP1.its","L","2013-10-19 08:26:26","2013-10-20 00:26:25","2013-10-19",8,26,26,0,26,25,"57600.00S",16,30386,"2010-06-27 UTC--2013-10-19 UTC",39
"104","2010-06-27","FALSE","2014-07-21T12:48:19Z","2014-07-22T04:48:18Z","0.00S","57599.99S","064LTP2","064LTP2.its","L","2014-07-21 07:48:19","2014-07-21 23:48:18","2014-07-21",7,48,19,23,48,18,"57600.00S",16,28099,"2010-06-27 UTC--2014-07-21 UTC",48
"105","2010-12-20","M","2013-07-30T12:49:53Z","2013-07-31T04:49:52Z","0.00S","57599.99S","065LTP1","065LTP1.its","L","2013-07-30 07:49:53","2013-07-30 23:49:52","2013-07-30",7,49,53,23,49,52,"57600.00S",16,28193,"2010-12-20 UTC--2013-07-30 UTC",31
"106","2010-12-20","M","2014-07-19T13:10:44Z","2014-07-20T05:10:43Z","0.00S","57599.99S","065LTP2","065LTP2.its","L","2014-07-19 08:10:44","2014-07-20 00:10:43","2014-07-19",8,10,44,0,10,43,"57600.00S",16,29444,"2010-12-20 UTC--2014-07-19 UTC",42
"107","2010-06-03","FALSE","2013-09-05T14:30:08Z","2013-09-06T06:30:07Z","0.00S","57599.99S","067LTP1","067LTP1.its","L","2013-09-05 09:30:08","2013-09-06 01:30:07","2013-09-05",9,30,8,1,30,7,"57600.00S",16,34208,"2010-06-03 UTC--2013-09-05 UTC",39
"108","2010-06-03","FALSE","2014-08-23T14:37:40Z","2014-08-24T06:37:39Z","0.00S","57599.99S","067LTP2","067LTP2.its","L","2014-08-23 09:37:40","2014-08-24 01:37:39","2014-08-23",9,37,40,1,37,39,"57600.00S",16,34660,"2010-06-03 UTC--2014-08-23 UTC",50
"109","2010-07-30","FALSE","2014-07-05T14:33:09Z","2014-07-06T06:33:08Z","0.00S","57599.99S","068LTP2","068LTP2.its","L","2014-07-05 09:33:09","2014-07-06 01:33:08","2014-07-05",9,33,9,1,33,8,"57600.00S",16,34389,"2010-07-30 UTC--2014-07-05 UTC",47
"110","2011-01-10","M","2013-08-17T12:40:05Z","2013-08-18T04:40:04Z","0.00S","57599.99S","069LTP1","069LTP1.its","L","2013-08-17 07:40:05","2013-08-17 23:40:04","2013-08-17",7,40,5,23,40,4,"57600.00S",16,27605,"2011-01-10 UTC--2013-08-17 UTC",31
"111","2011-01-10","M","2014-07-20T11:34:29Z","2014-07-21T03:34:28Z","0.00S","57599.99S","069LTP2","069LTP2.its","L","2014-07-20 06:34:29","2014-07-20 22:34:28","2014-07-20",6,34,29,22,34,28,"57600.00S",16,23669,"2011-01-10 UTC--2014-07-20 UTC",42
"112","2011-01-08","M","2014-08-04T14:28:02Z","2014-08-05T06:28:01Z","0.00S","57599.99S","071LTP2","071LTP2.its","L","2014-08-04 09:28:02","2014-08-05 01:28:01","2014-08-04",9,28,2,1,28,1,"57600.00S",16,34082,"2011-01-08 UTC--2014-08-04 UTC",42
"113","2010-12-22","FALSE","2013-08-17T12:48:22Z","2013-08-18T04:48:21Z","0.00S","57599.99S","072LTP1","072LTP1.its","L","2013-08-17 07:48:22","2013-08-17 23:48:21","2013-08-17",7,48,22,23,48,21,"57600.00S",16,28102,"2010-12-22 UTC--2013-08-17 UTC",31
"114","2010-12-22","FALSE","2014-08-02T12:37:45Z","2014-08-03T04:37:44Z","0.00S","57599.99S","072LTP2","072LTP2.its","L","2014-08-02 07:37:45","2014-08-02 23:37:44","2014-08-02",7,37,45,23,37,44,"57600.00S",16,27465,"2010-12-22 UTC--2014-08-02 UTC",43
"115","2011-04-27","FALSE","2013-09-15T13:02:28Z","2013-09-16T05:02:27Z","0.00S","57599.99S","073LTP1","073LTP1.its","L","2013-09-15 08:02:28","2013-09-16 00:02:27","2013-09-15",8,2,28,0,2,27,"57600.00S",16,28948,"2011-04-27 UTC--2013-09-15 UTC",28
"116","2010-07-14","M","2013-08-18T14:20:41Z","2013-08-19T06:20:40Z","0.00S","57599.99S","074LTP1","074LTP1.its","L","2013-08-18 09:20:41","2013-08-19 01:20:40","2013-08-18",9,20,41,1,20,40,"57600.00S",16,33641,"2010-07-14 UTC--2013-08-18 UTC",37
"117","2010-07-14","M","2014-08-17T14:50:37Z","2014-08-18T06:50:36Z","0.00S","57599.99S","074LTP2","074LTP2.its","L","2014-08-17 09:50:37","2014-08-18 01:50:36","2014-08-17",9,50,37,1,50,36,"57600.00S",16,35437,"2010-07-14 UTC--2014-08-17 UTC",49
"118","2010-10-22","FALSE","2013-09-08T12:37:56Z","2013-09-09T04:37:55Z","0.00S","57599.99S","075LTP1","075LTP1.its","L","2013-09-08 07:37:56","2013-09-08 23:37:55","2013-09-08",7,37,56,23,37,55,"57600.00S",16,27476,"2010-10-22 UTC--2013-09-08 UTC",34
"119","2010-10-22","FALSE","2014-09-14T12:32:49Z","2014-09-15T04:32:48Z","0.00S","57599.99S","075LTP2","075LTP2.its","L","2014-09-14 07:32:49","2014-09-14 23:32:48","2014-09-14",7,32,49,23,32,48,"57600.00S",16,27169,"2010-10-22 UTC--2014-09-14 UTC",46
"120","2011-03-07","M","2014-01-20T13:51:01Z","2014-01-21T05:51:00Z","0.00S","57599.99S","076LTP1","076LTP1.its","L","2014-01-20 07:51:01","2014-01-20 23:51:00","2014-01-20",7,51,1,23,51,0,"57600.00S",16,28261,"2011-03-07 UTC--2014-01-20 UTC",34
"121","2011-03-07","M","2015-01-14T15:14:09Z","2015-01-15T07:14:08Z","0.00S","57599.99S","076LTP2","076LTP2.its","L","2015-01-14 09:14:09","2015-01-15 01:14:08","2015-01-14",9,14,9,1,14,8,"57600.00S",16,33249,"2011-03-07 UTC--2015-01-14 UTC",46
"122","2011-04-24","FALSE","2013-09-06T12:48:16Z","2013-09-07T04:48:15Z","0.00S","57599.99S","077LTP1","077LTP1.its","L","2013-09-06 07:48:16","2013-09-06 23:48:15","2013-09-06",7,48,16,23,48,15,"57600.00S",16,28096,"2011-04-24 UTC--2013-09-06 UTC",28
"123","2011-04-24","FALSE","2014-09-09T12:46:06Z","2014-09-10T04:46:05Z","0.00S","57599.99S","077LTP2","077LTP2.its","L","2014-09-09 07:46:06","2014-09-09 23:46:05","2014-09-09",7,46,6,23,46,5,"57600.00S",16,27966,"2011-04-24 UTC--2014-09-09 UTC",40
"124","2010-10-01","FALSE","2013-10-09T11:52:11Z","2013-10-10T03:52:10Z","0.00S","57599.99S","078LTP1","078LTP1.its","L","2013-10-09 06:52:11","2013-10-09 22:52:10","2013-10-09",6,52,11,22,52,10,"57600.00S",16,24731,"2010-10-01 UTC--2013-10-09 UTC",36
"125","2010-10-01","FALSE","2015-02-08T13:21:52Z","2015-02-09T05:21:51Z","0.00S","57599.99S","078LTP2","078LTP2.its","L","2015-02-08 07:21:52","2015-02-08 23:21:51","2015-02-08",7,21,52,23,21,51,"57600.00S",16,26512,"2010-10-01 UTC--2015-02-08 UTC",52
"126","2010-12-24","FALSE","2014-09-29T12:09:23Z","2014-09-30T04:09:22Z","0.00S","57599.99S","080LTP2","080LTP2.its","L","2014-09-29 07:09:23","2014-09-29 23:09:22","2014-09-29",7,9,23,23,9,22,"57600.00S",16,25763,"2010-12-24 UTC--2014-09-29 UTC",45
"127","2011-01-31","M","2014-03-02T13:37:41Z","2014-03-03T05:37:40Z","0.00S","57599.99S","081LTP1","081LTP1.its","L","2014-03-02 07:37:41","2014-03-02 23:37:40","2014-03-02",7,37,41,23,37,40,"57600.00S",16,27461,"2011-01-31 UTC--2014-03-02 UTC",37
"128","2011-01-03","M","2014-09-27T11:23:23Z","2014-09-28T03:23:22Z","0.00S","57599.99S","081LTP2","081LTP2.its","L","2014-09-27 06:23:23","2014-09-27 22:23:22","2014-09-27",6,23,23,22,23,22,"57600.00S",16,23003,"2011-01-03 UTC--2014-09-27 UTC",44
"129","2010-11-14","M","2013-11-07T14:09:46Z","2013-11-08T06:09:45Z","0.00S","57599.99S","082LTP1","082LTP1.its","L","2013-11-07 08:09:46","2013-11-08 00:09:45","2013-11-07",8,9,46,0,9,45,"57600.00S",16,29386,"2010-11-14 UTC--2013-11-07 UTC",35
"130","2010-11-14","M","2014-10-14T12:20:12Z","2014-10-14T21:25:37Z","0.00S","32725.86S","082LTP2","082LTP2.its","L","2014-10-14 07:20:12","2014-10-14 16:25:37","2014-10-14",7,20,12,16,25,37,"32725.86S",9.09051666666667,26412,"2010-11-14 UTC--2014-10-14 UTC",47
"131","2011-03-09","FALSE","2013-10-09T12:49:00Z","2013-10-10T04:48:59Z","0.00S","57599.99S","083LTP1","083LTP1.its","L","2013-10-09 07:49:00","2013-10-09 23:48:59","2013-10-09",7,49,0,23,48,59,"57600.00S",16,28140,"2011-03-09 UTC--2013-10-09 UTC",31
"132","2011-03-09","FALSE","2014-10-19T14:51:43Z","2014-10-20T06:51:42Z","0.00S","57599.99S","083LTP2","083LTP2.its","L","2014-10-19 09:51:43","2014-10-20 01:51:42","2014-10-19",9,51,43,1,51,42,"57600.00S",16,35503,"2011-03-09 UTC--2014-10-19 UTC",43
"133","2011-03-15","M","2013-09-10T11:50:05Z","2013-09-11T03:50:04Z","0.00S","57599.99S","084LTP1","084LTP1.its","L","2013-09-10 06:50:05","2013-09-10 22:50:04","2013-09-10",6,50,5,22,50,4,"57600.00S",16,24605,"2011-03-15 UTC--2013-09-10 UTC",29
"134","2011-03-15","M","2014-09-27T12:52:17Z","2014-09-28T04:52:16Z","0.00S","57599.99S","084LTP2","084LTP2.its","L","2014-09-27 07:52:17","2014-09-27 23:52:16","2014-09-27",7,52,17,23,52,16,"57600.00S",16,28337,"2011-03-15 UTC--2014-09-27 UTC",42
"135","2010-10-01","M","2013-10-17T11:44:36Z","2013-10-18T03:44:35Z","0.00S","57599.99S","085LTP1","085LTP1.its","L","2013-10-17 06:44:36","2013-10-17 22:44:35","2013-10-17",6,44,36,22,44,35,"57600.00S",16,24276,"2010-10-01 UTC--2013-10-17 UTC",36
"136","2010-10-01","M","2014-10-09T12:27:47Z","2014-10-10T04:27:46Z","0.00S","57599.99S","085LTP2","085LTP2.its","L","2014-10-09 07:27:47","2014-10-09 23:27:46","2014-10-09",7,27,47,23,27,46,"57600.00S",16,26867,"2010-10-01 UTC--2014-10-09 UTC",48
"137","2010-09-27","M","2013-10-01T13:28:56Z","2013-10-02T05:28:55Z","0.00S","57599.99S","086LTP1","086LTP1.its","L","2013-10-01 08:28:56","2013-10-02 00:28:55","2013-10-01",8,28,56,0,28,55,"57600.00S",16,30536,"2010-09-27 UTC--2013-10-01 UTC",36
"138","2010-09-27","M","2014-10-12T14:56:16Z","2014-10-13T06:56:15Z","0.00S","57599.99S","086LTP2","086LTP2.its","L","2014-10-12 09:56:16","2014-10-13 01:56:15","2014-10-12",9,56,16,1,56,15,"57600.00S",16,35776,"2010-09-27 UTC--2014-10-12 UTC",48
"139","2011-03-03","M","2013-09-30T12:26:53Z","2013-10-01T04:26:52Z","0.00S","57599.99S","087LTP1","087LTP1.its","L","2013-09-30 07:26:53","2013-09-30 23:26:52","2013-09-30",7,26,53,23,26,52,"57600.00S",16,26813,"2011-03-03 UTC--2013-09-30 UTC",30
"140","2010-03-03","M","2014-10-20T12:37:08Z","2014-10-21T04:37:07Z","0.00S","57599.99S","087LTP2","087LTP2.its","L","2014-10-20 07:37:08","2014-10-20 23:37:07","2014-10-20",7,37,8,23,37,7,"57600.00S",16,27428,"2010-03-03 UTC--2014-10-20 UTC",55
"141","2011-03-08","M","2013-10-19T12:28:39Z","2013-10-20T04:28:38Z","0.00S","57599.99S","088LTP1","088LTP1.its","L","2013-10-19 07:28:39","2013-10-19 23:28:38","2013-10-19",7,28,39,23,28,38,"57600.00S",16,26919,"2011-03-08 UTC--2013-10-19 UTC",31
"142","2011-03-08","M","2014-09-21T12:29:52Z","2014-09-22T04:29:51Z","0.00S","57599.99S","088LTP2","088LTP2.its","L","2014-09-21 07:29:52","2014-09-21 23:29:51","2014-09-21",7,29,52,23,29,51,"57600.00S",16,26992,"2011-03-08 UTC--2014-09-21 UTC",42
"143","2011-03-23","M","2013-09-29T15:01:39Z","2013-09-30T07:01:38Z","0.00S","57599.99S","089LTP1","089LTP1.its","L","2013-09-29 10:01:39","2013-09-30 02:01:38","2013-09-29",10,1,39,2,1,38,"57600.00S",16,36099,"2011-03-23 UTC--2013-09-29 UTC",30
"144","2011-03-23","M","2014-09-21T12:48:46Z","2014-09-22T04:48:45Z","0.00S","57599.99S","089LTP2","089LTP2.its","L","2014-09-21 07:48:46","2014-09-21 23:48:45","2014-09-21",7,48,46,23,48,45,"57600.00S",16,28126,"2011-03-23 UTC--2014-09-21 UTC",41
"145","2010-09-17","FALSE","2013-10-12T13:01:29Z","2013-10-13T05:01:28Z","0.00S","57599.99S","090LTP1","090LTP1.its","L","2013-10-12 08:01:29","2013-10-13 00:01:28","2013-10-12",8,1,29,0,1,28,"57600.00S",16,28889,"2010-09-17 UTC--2013-10-12 UTC",36
"146","2010-09-17","FALSE","2014-10-05T12:44:21Z","2014-10-06T04:44:20Z","0.00S","57599.99S","090LTP2","090LTP2.its","L","2014-10-05 07:44:21","2014-10-05 23:44:20","2014-10-05",7,44,21,23,44,20,"57600.00S",16,27861,"2010-09-17 UTC--2014-10-05 UTC",48
"147","2010-08-20","M","2013-10-06T13:31:54Z","2013-10-07T05:31:53Z","0.00S","57599.99S","092LTP1","092LTP1b.its","L","2013-10-06 08:31:54","2013-10-07 00:31:53","2013-10-06",8,31,54,0,31,53,"57600.00S",16,30714,"2010-08-20 UTC--2013-10-06 UTC",37
"148","2010-08-20","M","2014-10-26T15:13:55Z","2014-10-27T07:13:54Z","0.00S","57599.99S","092LTP2","092LTP2.its","L","2014-10-26 10:13:55","2014-10-27 02:13:54","2014-10-26",10,13,55,2,13,54,"57600.00S",16,36835,"2010-08-20 UTC--2014-10-26 UTC",50
"149","2011-07-04","FALSE","2013-11-08T14:32:15Z","2013-11-09T06:32:14Z","0.00S","57599.99S","093LTP1","093LTP1.its","L","2013-11-08 08:32:15","2013-11-09 00:32:14","2013-11-08",8,32,15,0,32,14,"57600.00S",16,30735,"2011-07-04 UTC--2013-11-08 UTC",28
"150","2011-07-04","FALSE","2014-12-06T14:05:41Z","2014-12-07T06:05:40Z","0.00S","57599.99S","093LTP2","093LTP2.its","L","2014-12-06 08:05:41","2014-12-07 00:05:40","2014-12-06",8,5,41,0,5,40,"57600.00S",16,29141,"2011-07-04 UTC--2014-12-06 UTC",41
"151","2011-07-04","FALSE","2013-11-08T14:32:42Z","2013-11-09T06:32:41Z","0.00S","57599.99S","094LTP1","094LTP1.its","L","2013-11-08 08:32:42","2013-11-09 00:32:41","2013-11-08",8,32,42,0,32,41,"57600.00S",16,30762,"2011-07-04 UTC--2013-11-08 UTC",28
"152","2011-07-04","FALSE","2014-12-22T13:17:26Z","2014-12-23T05:17:25Z","0.00S","57599.99S","094LTP2","094LTP2.its","L","2014-12-22 07:17:26","2014-12-22 23:17:25","2014-12-22",7,17,26,23,17,25,"57600.00S",16,26246,"2011-07-04 UTC--2014-12-22 UTC",41
"153","2011-03-08","M","2013-10-20T12:37:41Z","2013-10-21T04:37:40Z","0.00S","57599.99S","095LTP1","095LTP1.its","L","2013-10-20 07:37:41","2013-10-20 23:37:40","2013-10-20",7,37,41,23,37,40,"57600.00S",16,27461,"2011-03-08 UTC--2013-10-20 UTC",31
"154","2011-03-08","M","2014-10-18T12:28:32Z","2014-10-19T04:28:31Z","0.00S","57599.99S","095LTP2","095LTP2.its","L","2014-10-18 07:28:32","2014-10-18 23:28:31","2014-10-18",7,28,32,23,28,31,"57600.00S",16,26912,"2011-03-08 UTC--2014-10-18 UTC",43
"155","2011-03-08","FALSE","2013-10-20T12:33:04Z","2013-10-21T04:33:03Z","0.00S","57599.99S","096LTP1","096LTP1.its","L","2013-10-20 07:33:04","2013-10-20 23:33:03","2013-10-20",7,33,4,23,33,3,"57600.00S",16,27184,"2011-03-08 UTC--2013-10-20 UTC",31
"156","2011-03-08","FALSE","2014-10-18T12:27:09Z","2014-10-19T04:27:08Z","0.00S","57599.99S","096LTP2","096LTP2.its","L","2014-10-18 07:27:09","2014-10-18 23:27:08","2014-10-18",7,27,9,23,27,8,"57600.00S",16,26829,"2011-03-08 UTC--2014-10-18 UTC",43
"157","2010-07-03","FALSE","2013-10-09T13:17:03Z","2013-10-10T05:17:02Z","0.00S","57599.99S","097LTP1","097LTP1.its","L","2013-10-09 08:17:03","2013-10-10 00:17:02","2013-10-09",8,17,3,0,17,2,"57600.00S",16,29823,"2010-07-03 UTC--2013-10-09 UTC",39
"158","2010-07-03","FALSE","2014-10-29T12:15:51Z","2014-10-30T01:04:28Z","0.00S","46117.24S","097LTP2","097LTP2.its","L","2014-10-29 07:15:51","2014-10-29 20:04:28","2014-10-29",7,15,51,20,4,28,"46117.24S",12.8103444444444,26151,"2010-07-03 UTC--2014-10-29 UTC",51
"159","2010-07-03","FALSE","2013-10-09T13:15:34Z","2013-10-10T05:15:33Z","0.00S","57599.99S","098LTP1","098LTP1.its","L","2013-10-09 08:15:34","2013-10-10 00:15:33","2013-10-09",8,15,34,0,15,33,"57600.00S",16,29734,"2010-07-03 UTC--2013-10-09 UTC",39
"160","2010-07-03","FALSE","2014-10-29T13:01:24Z","2014-10-30T01:01:37Z","0.00S","43213.86S","098LTP2","098LTP2.its","L","2014-10-29 08:01:24","2014-10-29 20:01:37","2014-10-29",8,1,24,20,1,37,"43213.86S",12.00385,28884,"2010-07-03 UTC--2014-10-29 UTC",51
"161","2010-07-03","FALSE","2013-10-09T13:13:38Z","2013-10-10T05:13:37Z","0.00S","57599.99S","099LTP1","/Users/megcychosz/Library/CloudStorage/Box-Box/box-group-lena-studies/Soundscape/wavFiles/099LTP1.its","L","2013-10-09 08:13:38","2013-10-10 00:13:37","2013-10-09",8,13,38,0,13,37,"57600.00S",16,29618,"2010-07-03 UTC--2013-10-09 UTC",39
"162","2010-07-03","FALSE","2014-10-29T12:16:57Z","2014-10-30T01:04:00Z","0.00S","46023.36S","099LTP2","099LTP2.its","L","2014-10-29 07:16:57","2014-10-29 20:04:00","2014-10-29",7,16,57,20,4,0,"46023.36S",12.7842666666667,26217,"2010-07-03 UTC--2014-10-29 UTC",51
"163","2010-07-09","M","2013-10-15T11:35:17Z","2013-10-16T03:35:16Z","0.00S","57599.99S","100LTP1","100LTP1.its","L","2013-10-15 06:35:17","2013-10-15 22:35:16","2013-10-15",6,35,17,22,35,16,"57600.00S",16,23717,"2010-07-09 UTC--2013-10-15 UTC",39
"164","2010-07-09","M","2014-11-15T13:00:58Z","2014-11-16T05:00:57Z","0.00S","57599.99S","100LTP2","100LTP2.its","L","2014-11-15 07:00:58","2014-11-15 23:00:57","2014-11-15",7,0,58,23,0,57,"57600.00S",16,25258,"2010-07-09 UTC--2014-11-15 UTC",52
"165","2010-07-09","M","2013-10-15T11:36:36Z","2013-10-16T03:36:35Z","0.00S","57599.99S","101LTP1","101LTP1.its","L","2013-10-15 06:36:36","2013-10-15 22:36:35","2013-10-15",6,36,36,22,36,35,"57600.00S",16,23796,"2010-07-09 UTC--2013-10-15 UTC",39
"166","2010-07-09","M","2014-11-09T12:41:40Z","2014-11-10T04:41:39Z","0.00S","57599.99S","101LTP2","101LTP2.its","L","2014-11-09 06:41:40","2014-11-09 22:41:39","2014-11-09",6,41,40,22,41,39,"57600.00S",16,24100,"2010-07-09 UTC--2014-11-09 UTC",52
"167","2011-04-08","FALSE","2013-10-26T13:49:37Z","2013-10-27T05:49:36Z","0.00S","57599.99S","102LTP1","102LTP1.its","L","2013-10-26 08:49:37","2013-10-27 00:49:36","2013-10-26",8,49,37,0,49,36,"57600.00S",16,31777,"2011-04-08 UTC--2013-10-26 UTC",30
"168","2010-11-17","FALSE","2013-11-10T13:42:16Z","2013-11-11T05:42:15Z","0.00S","57599.99S","103LTP1","103LTP1.its","L","2013-11-10 07:42:16","2013-11-10 23:42:15","2013-11-10",7,42,16,23,42,15,"57600.00S",16,27736,"2010-11-17 UTC--2013-11-10 UTC",35
"169","2010-11-17","FALSE","2014-12-16T13:41:11Z","2014-12-17T00:21:38Z","0.00S","38427.99S","103LTP2","103LTP2.its","L","2014-12-16 07:41:11","2014-12-16 18:21:38","2014-12-16",7,41,11,18,21,38,"38427.99S",10.6744416666667,27671,"2010-11-17 UTC--2014-12-16 UTC",48
"170","2011-01-27","M","2013-10-27T12:12:55Z","2013-10-28T04:12:54Z","0.00S","57599.99S","104LTP1","104LTP1.its","L","2013-10-27 07:12:55","2013-10-27 23:12:54","2013-10-27",7,12,55,23,12,54,"57600.00S",16,25975,"2011-01-27 UTC--2013-10-27 UTC",33
"171","2011-01-27","M","2014-12-11T14:10:44Z","2014-12-12T06:10:43Z","0.00S","57599.99S","104LTP2","104LTP2.its","L","2014-12-11 08:10:44","2014-12-12 00:10:43","2014-12-11",8,10,44,0,10,43,"57600.00S",16,29444,"2011-01-27 UTC--2014-12-11 UTC",46
"172","2011-04-26","FALSE","2013-11-16T13:48:49Z","2013-11-17T05:48:48Z","0.00S","57599.99S","106LTP1","106LTP1.its","L","2013-11-16 07:48:49","2013-11-16 23:48:48","2013-11-16",7,48,49,23,48,48,"57600.00S",16,28129,"2011-04-26 UTC--2013-11-16 UTC",30
"173","2011-04-26","FALSE","2014-11-23T13:38:09Z","2014-11-24T05:38:08Z","0.00S","57599.99S","106LTP2","106LTP2.its","L","2014-11-23 07:38:09","2014-11-23 23:38:08","2014-11-23",7,38,9,23,38,8,"57600.00S",16,27489,"2011-04-26 UTC--2014-11-23 UTC",42
"174","2011-01-30","M","2013-12-08T13:08:16Z","2013-12-09T05:08:15Z","0.00S","57599.99S","107LTP1","107LTP1.its","L","2013-12-08 07:08:16","2013-12-08 23:08:15","2013-12-08",7,8,16,23,8,15,"57600.00S",16,25696,"2011-01-30 UTC--2013-12-08 UTC",34
"175","2011-01-30","M","2014-12-30T14:22:08Z","2014-12-31T06:22:07Z","0.00S","57599.99S","107LTP2","107LTP2.its","L","2014-12-30 08:22:08","2014-12-31 00:22:07","2014-12-30",8,22,8,0,22,7,"57600.00S",16,30128,"2011-01-30 UTC--2014-12-30 UTC",47
"176","2011-05-26","M","2013-11-29T14:22:17Z","2013-11-30T06:22:16Z","0.00S","57599.99S","108LTP1","108LTP1.its","L","2013-11-29 08:22:17","2013-11-30 00:22:16","2013-11-29",8,22,17,0,22,16,"57600.00S",16,30137,"2011-05-26 UTC--2013-11-29 UTC",30
"177","2011-05-26","M","2015-03-07T13:34:05Z","2015-03-08T05:34:04Z","0.00S","57599.99S","108LTP2","108LTP2.its","L","2015-03-07 07:34:05","2015-03-07 23:34:04","2015-03-07",7,34,5,23,34,4,"57600.00S",16,27245,"2011-05-26 UTC--2015-03-07 UTC",45
"178","2011-01-07","M","2013-11-24T13:09:41Z","2013-11-25T05:09:40Z","0.00S","57599.99S","109LTP1","109LTP1.its","L","2013-11-24 07:09:41","2013-11-24 23:09:40","2013-11-24",7,9,41,23,9,40,"57600.00S",16,25781,"2011-01-07 UTC--2013-11-24 UTC",34
